Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-18175000010,03/18/2019,2539,HY-VEE FOOD STORE / IOWA FALLS,HIGHWAY 65 SOUTH,IOWA FALLS,50126,,42,HARDIN,1012100,CANADIAN WHISKIES,395,PROXIMO,14199,PENDLETON CANADIAN WHISKY,6,1750,24.08,36.12,6,216.72,10.5,2.77
INV-18645900007,04/09/2019,4684,INDY 66 #928 / INDIANOLA,1201 N JEFFERSON,INDIANOLA,50125,,91,WARREN,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27781,JIM BEAM APPLE,48,100,1.25,1.88,48,90.24,4.8,1.26
INV-18001000023,03/07/2019,2535,HY-VEE FOOD STORE #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265,,77,POLK,1081300,AMERICAN CORDIALS & LIQUEURS,259,HEAVEN HILL BRANDS,73715,EVAN WILLIAMS CHERRY RESERVE,12,750,7.94,11.91,4,47.64,3,0.79
INV-18049000017,03/11/2019,5338,KUM & GO #539/ NW 2ND AVE,5050 NW 2ND AVE,DES MOINES,50313,,77,POLK,1012100,CANADIAN WHISKIES,55,SAZERAC NORTH AMERICA,12404,CANADIAN LTD WHISKY,24,375,2.05,3.08,4,12.32,1.5,0.39
INV-18115700030,03/13/2019,2623,HY-VEE FOOD STORE #4 / SIOUX CITY,2827 HAMILTON BLVD,SIOUX CITY,51104,POINT (-96.417783 42.519886),97,WOODBURY,1022200,100% AGAVE TEQUILA,461,SKYY SPIRITS INC,87619,ESPOLON BLANCO,6,750,14,21,12,252,9,2.37
INV-17867600028,03/01/2019,2445,RUBACK'S FOOD CENTER,504 SOUTH HIGHWAY,OAKLAND,51560,,78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,3,70.17,2.25,0.59
INV-18187600011,03/18/2019,3417,BIG G FOOD STORE,PO BOX 261  310 W DILLON,MARENGO,52301,,48,IOWA,1062400,SPICED RUM,260,DIAGEO AMERICAS,1799,CAPTAIN MORGAN SPICED BARREL,6,1750,18,27,6,162,10.5,2.77
INV-17965900081,03/06/2019,5257,MAD AVE QUIK SHOP,"405, MADISON AVE",OTTUMWA,52501,,90,WAPELLO,1031100,AMERICAN VODKAS,421,SAZERAC COMPANY  INC,37418,POPOV 80PRF,6,1750,8.5,12.75,6,76.5,10.5,2.77
INV-18402400017,03/27/2019,5390,PG MINI MART,800 HAMILTON BLVD.,SIOUX CITY,51104,,97,WOODBURY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,15.59,23.39,3,70.17,2.25,0.59
INV-18002500008,03/07/2019,4014,WAL-MART 1732 / DENISON,510 C AVE,DENISON,51442,,24,CRAWFORD,1081200,CREAM LIQUEURS,330,GEMINI SPIRITS,80456,RYAN'S CREAM LIQUEUR,12,750,6.7,10.05,12,96.72,9,2.37
INV-18097100007,03/12/2019,3705,LIQUOR LOCKER,507 1ST AVE #100,ROCK RAPIDS,51246,,60,LYON,1012100,CANADIAN WHISKIES,434,LUXCO INC,13638,LORD CALVERT,6,1750,9.97,14.96,6,89.76,10.5,2.77
INV-18323000014,03/25/2019,3417,BIG G FOOD STORE,PO BOX 261  310 W DILLON,MARENGO,52301,,48,IOWA,1081400,AMERICAN SCHNAPPS,434,LUXCO INC,81208,PARAMOUNT PEPPERMINT SCHNAPPS,6,1750,7.5,11.25,6,67.5,10.5,2.77
INV-18237100014,03/20/2019,2566,HY-VEE FOOD STORE / KNOXVILLE,813 N LINCOLN STE 1,KNOXVILLE,50138,,63,MARION,1011200,STRAIGHT BOURBON WHISKIES,260,DIAGEO AMERICAS,17086,BULLEIT BOURBON,12,750,16,24,12,288,9,2.37
INV-18317800003,03/25/2019,2643,HY-VEE WINE AND SPIRITS / WATERLOO,2126 KIMBALL AVE,WATERLOO,50701,,7,BLACK HAWK,1062200,WHITE RUM,205,E & J GALLO WINERY,66517,RUMHAVEN MINI,10,600,5.6,8.4,1,8.4,0.6,0.15
INV-18373100022,03/26/2019,3705,LIQUOR LOCKER,507 1ST AVE #100,ROCK RAPIDS,51246,,60,LYON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,15.59,23.39,2,46.78,1.5,0.39
INV-18254900032,03/20/2019,5633,HOME TOWN WINE & SPIRITS,1202 A AVE E,OSKALOOSA,52577,POINT (-92.631487 41.296286),62,MAHASKA,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,6,130.5,10.5,2.77
INV-18253900006,03/20/2019,4191,FAREWAY STORES #995 / PELLA,2010 WASHINGTON ST,PELLA,50219,POINT (-92.941983 41.412241),63,MARION,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-18030800062,03/11/2019,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52,JOHNSON,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-18037300145,03/11/2019,2506,HY-VEE #1044 / BURLINGTON,3140 AGENCY,BURLINGTON,52601,POINT (-91.136655 40.814666),29,DES MOINES,1031100,AMERICAN VODKAS,255,INFINIUM SPIRITS,37888,SEAGRAMS EXTRA SMOOTH VODKA,6,1750,10,15,6,90,10.5,2.77
INV-18147500030,03/14/2019,4404,KUM & GO #292 / ANKENY,1825 N ANKENY BLVD,ANKENY,50021,,77,POLK,1031100,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,6,16.74,2.25,0.59
INV-18134400017,03/14/2019,4959,BANI'S,2128 COLLEGE ST,CEDAR FALLS,50613,POINT (-92.455801 42.518018000000005),7,BLACK HAWK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10804,CROWN ROYAL REGAL APPLE,44,200,4.72,7.08,44,311.52,8.8,2.32
INV-18253900003,03/20/2019,4191,FAREWAY STORES #995 / PELLA,2010 WASHINGTON ST,PELLA,50219,POINT (-92.941983 41.412241),63,MARION,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,4,40.52,3,0.79
INV-18312000017,03/25/2019,4285,FAREWAY STORES #922 / NEW HAMPTON,102 S WATER AVE,NEW HAMPTON,50659,POINT (-92.312904 43.058019),19,CHICKASAW,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-17940600003,03/05/2019,3749,WAL-MART 1526 / STORM LAKE,1831 LAKE AVE NW,STORM LAKE,50588,POINT (-95.200739 42.663904),11,BUENA VISTA,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18187600038,03/18/2019,3417,BIG G FOOD STORE,PO BOX 261  310 W DILLON,MARENGO,52301,,48,IOWA,1022200,100% AGAVE TEQUILA,65,JIM BEAM BRANDS,89836,HORNITOS GOLD,12,750,13.5,20.25,12,243,9,2.37
INV-17870700001,03/04/2019,2627,HY-VEE WINE & SPIRITS #1 / MLK,3330 MARTIN LUTHER KING JR PKWY,DES MOINES,50310,POINT (-93.65078800000002 41.625924),77,POLK,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-17968300004,03/06/2019,2621,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,POINT (-96.364108 42.487752),97,WOODBURY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-18002900036,03/07/2019,2612,HY-VEE STORE / PERRY,1215  141 ST,PERRY,50220,POINT (-94.104501 41.830292),25,DALLAS,1062300,AGED DARK RUM,421,SAZERAC COMPANY  INC,42167,MYERS'S RUM ORIGINAL DARK,12,1000,13,19.5,3,58.5,3,0.79
INV-18266300008,03/21/2019,3354,SAM'S CLUB 8238 / DAVENPORT,3845 ELMORE AVE.,DAVENPORT,52807,POINT (-90.527081 41.559731),82,SCOTT,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10627,CANADIAN CLUB WHISKY,12,1000,9.71,14.57,24,349.68,24,6.34
INV-18127700034,03/13/2019,3928,SMOKIN' JOE'S #12 TOBACCO AND LIQUOR OUTLET,465 HWY 965 UNIT G,NORTH LIBERTY,52317,POINT (-91.60759 41.739524),52,JOHNSON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,3,36,1.12,0.29
INV-18290500095,03/22/2019,2626,HY-VEE DRUGSTORE / UNIVERSITY / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,POINT (-93.673222 41.600361),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10791,CROWN ROYAL VANILLA,12,750,15.59,23.39,1,23.39,0.75,0.19
INV-17965900037,03/06/2019,5257,MAD AVE QUIK SHOP,"405, MADISON AVE",OTTUMWA,52501,,90,WAPELLO,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,12,94.2,9,2.37
INV-18335800004,03/25/2019,5299,PEARL CITY TOBACCO & LIQUOR OUTLET,"200, GREEN STREET",MUSCATINE,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,6,130.5,10.5,2.77
INV-18387800002,03/27/2019,5003,FAMOUS LIQUORS,2604 W LOCUST ST,DAVENPORT,52804,POINT (-90.615542 41.538186),82,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,24,288,9,2.37
INV-18356000022,03/26/2019,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,,31,DUBUQUE,1011100,BLENDED WHISKIES,434,LUXCO INC,24158,HAWKEYE BLENDED WHISKEY,6,1750,7.62,11.43,6,68.58,10.5,2.77
INV-17855800005,03/01/2019,4547,FAREWAY STORES #902 / HAMPTON,309 CENTRAL AVE WEST,HAMPTON,50441,POINT (-93.211676 42.741748),35,FRANKLIN,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-17881800012,03/04/2019,2643,HY-VEE WINE AND SPIRITS / WATERLOO,2126 KIMBALL AVE,WATERLOO,50701,,7,BLACK HAWK,1012400,IRISH WHISKIES,370,PERNOD RICARD USA,15626,JAMESON,12,750,15.99,23.99,72,1727.28,54,14.26
INV-18022500010,03/08/2019,4463,CASEY'S GENERAL STORE #3031 / GARNER,145 US HWY 18 W,GARNER,50438,POINT (-93.603007 43.105833),41,HANCOCK,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,6,130.5,10.5,2.77
INV-18429300021,03/28/2019,2648,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,2,22.06,0.6,0.15
INV-17901100001,03/04/2019,3549,QUICKER LIQUOR STORE,1414 48TH ST,FORT MADISON,52627,POINT (-91.373211 40.62422600000001),56,LEE,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18131700079,03/14/2019,3354,SAM'S CLUB 8238 / DAVENPORT,3845 ELMORE AVE.,DAVENPORT,52807,POINT (-90.527081 41.559731),82,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,1000,18.89,28.34,12,340.08,12,3.17
INV-17859300006,03/01/2019,2228,RODGERS SPIRITS AND MORE,53 GREEN ST,WINTERSET,50273,POINT (-94.013374 41.336405),61,MADISON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,1000,18.89,28.34,12,340.08,12,3.17
INV-18155200007,03/15/2019,2620,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,,77,POLK,1012200,SCOTCH WHISKIES,421,SAZERAC COMPANY  INC,10008,SCORESBY RARE SCOTCH,6,1750,10.5,15.75,12,189,21,5.54
INV-17854100005,03/01/2019,4537,CASEY'S GENERAL STORE #1834 / LEON,401 NW CHURCH ST,LEON,50144,POINT (-93.747901 40.742126),27,DECATUR,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,8,81.04,6,1.58
INV-18316200012,03/25/2019,4180,SMOKIN' JOE'S #10 TOBACCO AND LIQUOR OUTLET,480 7TH AVE,MARION,52302,POINT (-91.605094 42.033366),57,LINN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10804,CROWN ROYAL REGAL APPLE,44,200,4.72,7.08,3,21.24,0.6,0.15
INV-18033100040,03/11/2019,5198,RIVERSIDE LIQUOR,826 E RIVER DR,DAVENPORT,52803,POINT (-90.561741 41.524926),82,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-17958400030,03/06/2019,3943,GOOD AND QUICK CO,519 LINCOLNWAY,NEVADA,50201,POINT (-93.464816 42.022781),85,STORY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,1000,18.89,28.34,3,85.02,3,0.79
INV-18397900004,03/27/2019,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POINT (-93.519187 41.598109),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,2,24,0.75,0.19
INV-18361200002,03/26/2019,4872,CASEY'S GENERAL STORE #2644 / EARLHAM,975 N CHESTNUT AVE,EARLHAM,50072,POINT (-94.123159 41.500191),61,MADISON,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10548,BLACK VELVET TOASTED CARAMEL,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-18394100014,03/27/2019,5465,KUM & GO #1215 / AMES,4506 LINCOLN WAY,AMES,50010,,85,STORY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-18439700006,03/29/2019,4643,CUBBY'S RED OAK,"2405, N BROADWAY ST",RED OAK,51566,POINT (-95.232924 41.027387),69,MONTGOMERY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10804,CROWN ROYAL REGAL APPLE,44,200,4.72,7.08,44,311.52,8.8,2.32
INV-18039200011,03/11/2019,4365,KUM & GO #222 / WEST ST GRINNELL,1002 WEST ST,GRINNELL,50112,POINT (-92.727375 41.745106),79,POWESHIEK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,4,93.56,3,0.79
INV-18238300120,03/20/2019,2616,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.193204 41.836268000000004),23,CLINTON,1012200,SCOTCH WHISKIES,421,SAZERAC COMPANY  INC,10008,SCORESBY RARE SCOTCH,6,1750,10.5,15.75,6,94.5,10.5,2.77
INV-17886200023,03/04/2019,5316,BROTHER'S MARKET/ SIGOURNEY,118 SOUTH MAIN STREET,SIGOURNEY,52591,POINT (-92.205098 41.332944),54,KEOKUK,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,4,40.52,3,0.79
INV-17984200003,03/07/2019,4083,FAREWAY STORES #909 / ANKENY,109 SE ORALABOR RD,ANKENY,50021,POINT (-93.59949600000002 41.702811),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-18201300006,03/18/2019,2629,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POINT (-95.825137 41.242732),78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10,300,7.35,11.03,4,44.12,1.2,0.31
INV-18095900001,03/12/2019,2660,HY-VEE FOOD STORE / SIOUX CENTER,1951 S MAIN AVE,SIOUX CENTER,51250,POINT (-96.175695 43.056471),84,SIOUX,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-18332700013,03/25/2019,2528,HY-VEE FOOD STORE #3 / DES MOINES,3221 SE 14TH ST,DES MOINES,50315,,77,POLK,1011200,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,22.49,33.74,2,67.48,1.5,0.39
INV-18207100075,03/19/2019,2532,HY-VEE FOOD STORE #2 / DES MOINES,2540 E EUCLID,DES MOINES,50317,POINT (-93.569452 41.627838),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,2,22.06,0.6,0.15
INV-18300900024,03/22/2019,2602,HY-VEE FOOD STORE / WEBSTER CITY,823  2ND ST,WEBSTER CITY,50595,POINT (-93.825486 42.469466),40,HAMILTON,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,6,60.78,4.5,1.18
INV-18167700038,03/15/2019,3728,BREWSKI'S BEVERAGE,726 CREEK TOP,COUNCIL BLUFFS,51503,POINT (-95.854809 41.262316),78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10791,CROWN ROYAL VANILLA,12,750,15.59,23.39,1,23.39,0.75,0.19
INV-18105500005,03/13/2019,3622,WAL-MART 1415 / SPIRIT LAKE,2600 HWY 71,SPIRIT LAKE,51360,POINT (-95.126535 43.416452),30,DICKINSON,1012200,SCOTCH WHISKIES,421,SAZERAC COMPANY  INC,10008,SCORESBY RARE SCOTCH,6,1750,10.5,15.75,6,94.5,10.5,2.77
INV-18277600045,03/21/2019,2517,HY-VEE FOOD STORE #1 / NEWTON,1501 FIRST AVENUE EAST,NEWTON,50208,POINT (-93.034296 41.69916),50,JASPER,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-17920500005,03/05/2019,5427,BEECHER LIQUOR,1691 ASBURY RD,DUBUQUE,52001,POINT (-90.696886 42.500775000000004),31,DUBUQUE,1081300,AMERICAN CORDIALS & LIQUEURS,322,PRESTIGE WINE & SPIRITS GROUP,75195,KINKY ALOHA MINI,6,500,4.84,7.26,6,43.56,3,0.79
INV-18038600023,03/11/2019,3417,BIG G FOOD STORE,PO BOX 261  310 W DILLON,MARENGO,52301,,48,IOWA,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,2,43.5,3.5,0.92
INV-18042800018,03/11/2019,5613,CASEY'S GENERAL STORE #2624 / MANCHESTER,1413 N FRANKLIN ST,MANCHESTER,52057,POINT (-91.45793 42.502602),28,DELAWARE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10834,CROWN ROYAL BLACK,24,375,8.25,12.38,6,74.28,2.25,0.59
INV-18253400031,03/20/2019,2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,,82,SCOTT,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10624,CANADIAN CLUB WHISKY,24,375,4.5,6.75,3,20.25,1.12,0.29
INV-18185400017,03/18/2019,4148,FAREWAY STORES #479 / INDEPENDENCE,1400 3RD AVE SE,INDEPENDENCE,50644,POINT (-91.890284 42.455804),10,BUCHANAN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10809,CROWN ROYAL REGAL APPLE,6,1750,31.99,47.99,18,863.82,31.5,8.32
INV-17879500010,03/04/2019,2560,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,LINN,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11771,BLACK VELVET MINI,10,600,6.8,10.2,4,40.8,2.4,0.63
INV-18342000016,03/25/2019,4152,FOOD LAND SUPER MARKETS,407 W HURON,MISSOURI VALLEY,51555,POINT (-95.899346 41.557404),43,HARRISON,1012200,SCOTCH WHISKIES,421,SAZERAC COMPANY  INC,10008,SCORESBY RARE SCOTCH,6,1750,10.5,15.75,2,31.5,3.5,0.92
INV-17958900008,03/06/2019,5135,FAREWAY STORES #155 / HUXLEY,911 HWY 69,HUXLEY,50124,,85,STORY,1071100,COCKTAILS/RTD,55,SAZERAC NORTH AMERICA,57174,CHI-CHI'S SKINNY MARGARITA,6,1750,6.5,9.75,6,55.56,10.5,2.77
INV-18087500017,03/12/2019,5004,IDA GROVE FOOD PRIDE,200 SUSAN LAWRENCE DR,IDA GROVE,51445,,47,IDA,1022200,100% AGAVE TEQUILA,85,BROWN FORMAN CORP.,87586,EL JIMADOR SILVER TEQUILA,12,750,12.17,18.26,3,54.78,2.25,0.59
INV-18400600014,03/27/2019,3990,CORK AND BOTTLE / OSKALOOSA,309 A AVE WEST,OSKALOOSA,52577,POINT (-92.648153 41.296228),62,MAHASKA,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10790,CROWN ROYAL VANILLA,24,375,8,12,2,24,0.75,0.19
INV-18058600041,03/11/2019,2629,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POINT (-95.825137 41.242732),78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,1000,18.89,28.34,24,680.16,24,6.34
INV-18415200048,03/28/2019,2517,HY-VEE FOOD STORE #1 / NEWTON,1501 FIRST AVENUE EAST,NEWTON,50208,POINT (-93.034296 41.69916),50,JASPER,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,6,130.5,10.5,2.77
INV-18868600160,04/19/2019,2560,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,LINN,1041100,AMERICAN DRY GINS,205,E & J GALLO WINERY,31475,NEW AMSTERDAM GIN,12,750,8,12,6,72,4.5,1.18
INV-18325300001,03/25/2019,4673,SONNY'S SUPER MARKET / WEST POINT,327 5TH ST,WEST POINT,52656,POINT (-91.452491 40.717867),56,LEE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,1000,18.89,28.34,12,340.08,12,3.17
INV-17872000044,03/04/2019,2539,HY-VEE FOOD STORE / IOWA FALLS,HIGHWAY 65 SOUTH,IOWA FALLS,50126,,42,HARDIN,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,20248,OLD CROW,6,1750,10.5,15.75,6,94.5,10.5,2.77
INV-17990900001,03/07/2019,4091,FAREWAY STORES #705 / CLEAR LAKE,910 HWY 18 W,CLEAR LAKE,50428,POINT (-93.613385 43.105949),17,CERRO GORDO,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-17956400198,03/06/2019,2500,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,,85,STORY,1081300,AMERICAN CORDIALS & LIQUEURS,65,JIM BEAM BRANDS,85526,DEKUYPER BLUE CURACAO,12,750,5.25,7.88,4,31.52,3,0.79
INV-18553600030,04/03/2019,5257,MAD AVE QUIK SHOP,"405, MADISON AVE",OTTUMWA,52501,,90,WAPELLO,1011100,BLENDED WHISKIES,421,SAZERAC COMPANY  INC,67273,YUKON JACK JACAPPLE,12,750,9.25,13.88,3,41.64,2.25,0.59
INV-18343000008,03/25/2019,2459,REINHART FOODS,200 STATE PO BOX 98,GUTHRIE CENTER,50115,,39,GUTHRIE,1012100,CANADIAN WHISKIES,395,PROXIMO,14199,PENDLETON CANADIAN WHISKY,6,1750,24.08,36.12,1,36.12,1.75,0.46
INV-17970800023,03/06/2019,3723,J D SPIRITS LIQUOR,1023  9TH ST,ONAWA,51040,POINT (-96.095845 42.025841),67,MONONA,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,1,21.75,1.75,0.46
INV-18115600048,03/13/2019,5351,DOWNTOWN LIQUOR,1203 5TH ST.,SIOUX CITY,51101,POINT (-96.394671 42.495324),97,WOODBURY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-18149800034,03/14/2019,2535,HY-VEE FOOD STORE #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265,,77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-18108800013,03/13/2019,4319,FAREWAY STORES #703 / HUMBOLT,1700 10TH AVENUE N,HUMBOLDT,50548,POINT (-94.233695 42.731879),46,HUMBOLDT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,1000,18.89,28.34,1,28.34,1,0.26
INV-18015900048,03/08/2019,3857,QUILLINS FOOD RANCH / WAUKON,9TH ST SW B,WAUKON,52172,,3,ALLAMAKEE,1031100,AMERICAN VODKAS,260,DIAGEO AMERICAS,36188,GORDONS 80PRF PET,6,1750,9.74,14.61,2,29.22,3.5,0.92
INV-18316000119,03/25/2019,2560,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,LINN,1011100,BLENDED WHISKIES,297,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,12,63,9,2.37
