Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-18328800027,03/25/2019,5070,JEFF'S MARKET / WILTON,101 E 4TH ST,WILTON,52778,POINT (-91.016579 41.58873),70,MUSCATINE,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10627,CANADIAN CLUB WHISKY,12,1000,9.71,14.57,3,43.71,3,0.79
INV-17942000028,03/05/2019,2505,HY-VEE WINE AND SPIRITS / BOONE,1111  8TH ST,BOONE,50036,POINT (-93.876159 42.06479800000001),8,BOONE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,1000,18.89,28.34,12,340.08,12,3.17
INV-18175000038,03/18/2019,2539,HY-VEE FOOD STORE / IOWA FALLS,HIGHWAY 65 SOUTH,IOWA FALLS,50126,,42,HARDIN,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10548,BLACK VELVET TOASTED CARAMEL,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-18121200017,03/13/2019,5300,YESWAY STORE # 10013/ OTTUMWA,534 CHURCH ST,OTUMWA,52501,POINT (-92.418553 41.009435),90,WAPELLO,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10791,CROWN ROYAL VANILLA,12,750,15.59,23.39,2,46.78,1.5,0.39
INV-17939700022,03/05/2019,5635,"BREW, GAS, COFFEE, SPIRIT, CIGARATTE",404  11TH ST,CORRECTIONVILLE,51016,POINT (-95.785271 42.482223),97,WOODBURY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,24,288,9,2.37
INV-18381800011,03/27/2019,4326,STRATFORD FOOD CENTER,829 SHAKESPEARE AVE,STRATFORD,50249,POINT (-93.92715 42.271302),40,HAMILTON,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10627,CANADIAN CLUB WHISKY,12,1000,9.71,14.57,4,58.28,4,1.05
INV-17968300005,03/06/2019,2621,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,POINT (-96.364108 42.487752),97,WOODBURY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,6,72,2.25,0.59
INV-18121000009,03/13/2019,4069,FAREWAY STORES #648 / OTTUMWA,1325 ALBIA RD,OTTUMWA,52501,POINT (-92.440213 41.00934),90,WAPELLO,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10791,CROWN ROYAL VANILLA,12,750,15.59,23.39,12,280.68,9,2.37
INV-18256600051,03/20/2019,2611,HY-VEE DRUGSTORE / OTTUMWA,1140 NORTH JEFFERSON ST,OTTUMWA,52501,POINT (-92.401538 41.026754000000004),90,WAPELLO,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-18096300021,03/12/2019,4255,FAREWAY STORES #058 / ORANGE CITY,512  8TH SE,ORANGE CITY,51041,,84,SIOUX,1012200,SCOTCH WHISKIES,260,DIAGEO AMERICAS,5753,JOHNNIE WALKER BLUE MINI,12,300,60,90,1,90,0.3,0.07
INV-18234200010,03/19/2019,4902,BROADWAY LIQUOR,821 BROADWAY ST,WATERLOO,50703,POINT (-92.345144 42.513772),7,BLACK HAWK,1031100,AMERICAN VODKAS,260,DIAGEO AMERICAS,37996,SMIRNOFF 80PRF,12,750,8.25,12.38,2,24.76,1.5,0.39
INV-18403200021,03/27/2019,5086,"CENTRAL MART I, LLC.","2501, FLOYD BLVD",SIOUX CITY,51106,POINT (-96.385071 42.515989),97,WOODBURY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-18020600066,03/08/2019,3963,TOBACCO HUT #14 / COUNCIL BLUFFS,1925 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.873073 41.261866),78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10790,CROWN ROYAL VANILLA,24,375,8,12,3,36,1.12,0.29
INV-18099100014,03/13/2019,2551,HY-VEE FOOD STORE / CHARITON,2001 WEST COURT,CHARITON,50049,,59,LUCAS,1062400,SPICED RUM,260,DIAGEO AMERICAS,43285,CAPTAIN MORGAN ORIGINAL SPICED RUM PET,12,750,9.06,13.59,12,163.08,9,2.37
INV-18042800002,03/11/2019,5613,CASEY'S GENERAL STORE #2624 / MANCHESTER,1413 N FRANKLIN ST,MANCHESTER,52057,POINT (-91.45793 42.502602),28,DELAWARE,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,6,60.78,4.5,1.18
INV-18093900001,03/12/2019,4891,SCHOTTSY'S LIQUOR,109 5TH ST,SIBLEY,51249,POINT (-95.759943 43.403935),72,OSCEOLA,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18288400011,03/21/2019,2595,HY-VEE WINE AND SPIRITS / DENISON,"1620  4TH AVE, SOUTH",DENISON,51442,POINT (-95.348601 42.012395),24,CRAWFORD,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,30,652.5,52.5,13.86
INV-17899200019,03/04/2019,3054,MCNALLY'S SUPER VALU,1026 MAIN,GRINNELL,50112,,79,POWESHIEK,1081600,WHISKEY LIQUEUR,259,HEAVEN HILL BRANDS,86796,SOUTHERN HOST WHISKEY LIQUEUR,12,750,5.37,8.06,3,24.18,2.25,0.59
INV-17960300026,03/06/2019,4070,GRIEDER BEVERAGE DEPOT,708  13TH ST,BELLE PLAINE,52208,POINT (-92.278 41.897054),6,BENTON,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-17854500038,03/01/2019,4068,SA PETRO MART,136  1ST ST,WEST DES MOINES,50265,POINT (-93.703344 41.570743),77,POLK,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,3,70.17,2.25,0.59
INV-18204600002,03/18/2019,2528,HY-VEE FOOD STORE #3 / DES MOINES,3221 SE 14TH ST,DES MOINES,50315,,77,POLK,1011200,STRAIGHT BOURBON WHISKIES,461,SKYY SPIRITS INC,22156,WILD TURKEY 101,12,750,14,21,1,21,0.75,0.19
INV-17970800026,03/06/2019,3723,J D SPIRITS LIQUOR,1023  9TH ST,ONAWA,51040,POINT (-96.095845 42.025841),67,MONONA,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18306300017,03/22/2019,4073,"UPTOWN LIQUOR, LLC",306 HWY 69 SOUTH,FOREST CITY,50436,POINT (-93.633306 43.261538),95,WINNEBAGO,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,1000,18.89,28.34,12,340.08,12,3.17
INV-17907900022,03/04/2019,5198,RIVERSIDE LIQUOR,826 E RIVER DR,DAVENPORT,52803,POINT (-90.561741 41.524926),82,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10836,CROWN ROYAL BLACK,12,750,17,25.5,2,51,1.5,0.39
INV-17987600032,03/07/2019,4604,PIT STOP LIQUORS / NEWTON,"1324, 1ST AVE E",NEWTON,50208,POINT (-93.035654 41.699173),50,JASPER,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100015,FIREBALL BAG IN BOX,3,3500,30,45,3,135,10.5,2.77
INV-18176200023,03/18/2019,5244,THE OX & WREN SPIRITS AND GIFTS,708 2ND  AVE  SE,CRESCO,52136,POINT (-92.106529 43.371131),45,HOWARD,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10790,CROWN ROYAL VANILLA,24,375,8,12,2,24,0.75,0.19
INV-17996300004,03/07/2019,4726,WALGREENS #07454 / ANKENY,901 N ANKENY BLVD,ANKENY,50021,,77,POLK,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,6,130.5,10.5,2.77
INV-18036900007,03/11/2019,4897,GASLAND #102 / BURLINGTON,1703 MT PLEASANT ST,BURLINGTON,52601,POINT (-91.121931 40.819885),29,DES MOINES,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,24,288,9,2.37
INV-18124800028,03/13/2019,3715,KIMBERLY MART / DAVENPORT,1714 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.550657 41.556966),82,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,2,22.06,0.6,0.15
INV-17947000004,03/06/2019,4412,KUM & GO #267 / TIPTON,2050 IA HIGHWAY 38,TIPTON,52772,POINT (-91.115934 41.647175),16,CEDAR,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,4,93.56,3,0.79
INV-17872000043,03/04/2019,2539,HY-VEE FOOD STORE / IOWA FALLS,HIGHWAY 65 SOUTH,IOWA FALLS,50126,,42,HARDIN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11298,CROWN ROYAL,6,1750,31.99,47.99,6,287.94,10.5,2.77
INV-18404400010,03/27/2019,3723,J D SPIRITS LIQUOR,1023  9TH ST,ONAWA,51040,POINT (-96.095845 42.025841),67,MONONA,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10804,CROWN ROYAL REGAL APPLE,44,200,4.72,7.08,2,14.16,0.4,0.1
INV-17959700007,03/06/2019,3722,WAL-MART 1361 / SIOUX CITY,3400 SINGING HILLS BLVD,SIOUX CITY,51106,POINT (-96.36432 42.43609000000001),97,WOODBURY,1012200,SCOTCH WHISKIES,421,SAZERAC COMPANY  INC,10008,SCORESBY RARE SCOTCH,6,1750,10.5,15.75,6,94.5,10.5,2.77
INV-18060900009,03/11/2019,5114,CASEY'S GENERAL STORE #2612 / MISSOU,"106, E  ERIE ST",MISSOURI VALLEY,51555,POINT (-95.894321 41.55643100000001),43,HARRISON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-18322400040,03/25/2019,4908,ZAPF'S PRONTO MARKET,107 1ST ST SW,ELKADER,52043,POINT (-91.405293 42.85389),22,CLAYTON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,3,70.17,2.25,0.59
INV-18395800127,03/27/2019,4129,CYCLONE LIQUORS,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85,STORY,1032100,IMPORTED VODKAS,370,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,11.49,17.24,5,86.2,3.75,0.99
INV-18107600003,03/13/2019,5237,WORLD LIQUOR & TOBACCO + VAPE,"606, N 15TH ST",FORT DODGE,50501,POINT (-94.17795 42.512182),48,IOWA,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,24,288,9,2.37
INV-18038600014,03/11/2019,3417,BIG G FOOD STORE,PO BOX 261  310 W DILLON,MARENGO,52301,,48,IOWA,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-18426900009,03/28/2019,2561,HY-VEE FOOD STORE / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POINT (-93.64494300000001 41.542748),77,POLK,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10632,CANADIAN CLUB RESERVE TRIPLE AGED,12,750,9.97,14.96,2,29.92,1.5,0.39
INV-17979800021,03/07/2019,4196,FAREWAY STORES #987 / DAVENPORT,1635 WEST 53RD ST,DAVENPORT,52806,POINT (-90.598191 41.574438),82,SCOTT,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-17935300007,03/05/2019,5446,PUMP N PAK,1004 MAIN ST.,ROCK VALLEY,51247,POINT (-96.294824 43.200164),84,SIOUX,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-17898100073,03/04/2019,2650,HY-VEE WINE AND SPIRITS / HARLAN,1808 23RD ST,HARLAN,51537,POINT (-95.339881 41.650658),83,SHELBY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-18115700022,03/13/2019,2623,HY-VEE FOOD STORE #4 / SIOUX CITY,2827 HAMILTON BLVD,SIOUX CITY,51104,POINT (-96.417783 42.519886),97,WOODBURY,1031100,AMERICAN VODKAS,380,PHILLIPS BEVERAGE,37348,PHILLIPS VODKA,6,1750,7.6,11.4,6,68.4,10.5,2.77
INV-18436200012,03/29/2019,2620,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,,77,POLK,1011600,STRAIGHT RYE WHISKIES,65,JIM BEAM BRANDS,27048,KNOB CREEK RYE,6,750,20,30,6,180,4.5,1.18
INV-18426500007,03/28/2019,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10792,CROWN ROYAL VANILLA,12,1000,18.89,28.34,12,340.08,12,3.17
INV-18238900001,03/20/2019,5606,SA TOBACCO LIQUOR MART,320 N 4TH ST,CLINTON,52732,POINT (-90.193275 41.848124),23,CLINTON,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-18367700001,03/26/2019,5326,ALS LIQUOR,215 W. MILWAUKEE AVE,STORM LAKE,50588,POINT (-95.202405 42.647492),11,BUENA VISTA,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,100612,JOHNNIE WALKER DISCOVERY PACK,12,250,21.5,32.25,1,32.25,0.25,0.06
INV-18348500005,03/26/2019,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,POINT (-91.701581 42.030129),57,LINN,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10627,CANADIAN CLUB WHISKY,12,1000,9.71,14.57,2,29.14,2,0.52
INV-18182300012,03/18/2019,4180,SMOKIN' JOE'S #10 TOBACCO AND LIQUOR OUTLET,480 7TH AVE,MARION,52302,POINT (-91.605094 42.033366),57,LINN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,2,24,0.75,0.19
INV-18389000009,03/27/2019,5068,TOBACCO SHOP / ARNOLDS PARK,612 S HIGHWAY 71,ARNOLDS PARK,51331,POINT (-95.14027400000002 43.361577),30,DICKINSON,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10624,CANADIAN CLUB WHISKY,24,375,4.5,6.75,4,27,1.5,0.39
INV-18008000006,03/08/2019,2668,HY-VEE FOOD STORE / LEON,1004 W 1ST ST,LEON,50144,POINT (-93.757827 40.739645),27,DECATUR,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-18207600017,03/19/2019,4622,QUIK TRIP #544 / SE 14TH DM,"3941, SE 14TH ST",DES MOINES,50320,POINT (-93.596748 41.548497),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,4,44.12,1.2,0.31
INV-18193100025,03/18/2019,2558,HY-VEE FOOD STORE / MOUNT PLEASANT,1700 E WASHINGTON,MOUNT PLEASANT,52641,POINT (-91.52888 40.962331000000006),44,HENRY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10804,CROWN ROYAL REGAL APPLE,44,200,4.72,7.08,10,70.8,2,0.52
INV-18143000010,03/14/2019,4429,KUM & GO #32 / COLFAX,1200 N WALNUT ST,COLFAX,50054,POINT (-93.247234 41.686844),50,JASPER,1062400,SPICED RUM,260,DIAGEO AMERICAS,43331,CAPTAIN MORGAN SPICED RUM MINI,12,500,4.8,7.2,2,14.4,1,0.26
INV-18106800029,03/13/2019,4592,DYNO'S #29 / EMMETSBURG,"2401, MAIN",EMMETSBURG,50536,POINT (-94.681939 43.111913),74,PALO ALTO,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,1,21.75,1.75,0.46
INV-17910500001,03/05/2019,5443,1ST STOP BEVERAGE SHOP,2839 EAST UNIVERSITY AVE.,DES MOINES,50317,POINT (-93.561517 41.600476),77,POLK,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18071600170,03/12/2019,2588,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403,POINT (-91.60978 41.976835),57,LINN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10809,CROWN ROYAL REGAL APPLE,6,1750,31.99,47.99,3,143.97,5.25,1.38
INV-18377500010,03/27/2019,2551,HY-VEE FOOD STORE / CHARITON,2001 WEST COURT,CHARITON,50049,,59,LUCAS,1081500,TRIPLE SEC,434,LUXCO INC,86506,PARAMOUNT TRIPLE SEC,12,750,3.42,5.13,12,61.56,9,2.37
INV-18151500087,03/14/2019,2521,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,POINT (-93.73162 41.571127),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-17917900128,03/05/2019,2513,HY-VEE FOOD STORE #2 / IOWA CITY,812  S 1ST AVE,IOWA CITY,52240,,52,JOHNSON,1062200,WHITE RUM,434,LUXCO INC,46350,HAWKEYE LIGHT RUM,6,1750,7.67,11.51,6,69.06,10.5,2.77
INV-17964700001,03/06/2019,2596,HY-VEE / REGAL LIQUORS AND VIDEO,2453 NORTH COURT,OTTUMWA,52501,,90,WAPELLO,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-18133700003,03/14/2019,2106,HILLSTREET NEWS AND TOBACCO,2217 COLLEGE,CEDAR FALLS,50613,POINT (-92.455796 42.517182),7,BLACK HAWK,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10627,CANADIAN CLUB WHISKY,12,1000,9.71,14.57,12,174.84,12,3.17
INV-18037600004,03/11/2019,4698,QUALITY QUICK STOP,201 W BURLINGTON AVE,FAIRFIELD,52556,POINT (-91.965379 41.006639),51,JEFFERSON,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100015,FIREBALL BAG IN BOX,3,3500,30,45,2,90,7,1.84
INV-18123400074,03/13/2019,2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,,82,SCOTT,1062300,AGED DARK RUM,35,BACARDI USA INC,42370,BACARDI 8,12,750,13.99,20.99,12,251.88,9,2.37
INV-18087600028,03/12/2019,5151,IDA LIQUOR,"500, HWY 175",IDA GROVE,51445,,47,IDA,1012100,CANADIAN WHISKIES,85,BROWN FORMAN CORP.,12466,CANADIAN MIST WHISKY,12,750,5.48,8.22,4,32.88,3,0.79
INV-18272600010,03/21/2019,2515,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401,POINT (-93.23551 43.149557),17,CERRO GORDO,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-17905100016,03/04/2019,5422,THE DEPOT MONTEZUMA LLC,100 S. FRONT ST.,MONTEZUMA,50171,POINT (-92.527236 41.584912),79,POWESHIEK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-18654200106,04/09/2019,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,,31,DUBUQUE,1051100,AMERICAN BRANDIES,85,BROWN FORMAN CORP.,52806,KORBEL BRANDY,12,750,6.66,9.99,12,119.88,9,2.37
INV-18357600002,03/26/2019,5042,SUPER STOP III / DUBUQUE,1101 RHOMBERG AVE,DUBUQUE,52001,POINT (-90.660269 42.519502),31,DUBUQUE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,6,72,2.25,0.59
INV-17875500039,03/04/2019,4169,SUPER QUICK 2 / HUBBELL,1824 HUBBELL AVE,DES MOINES,50317,,77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-18039800028,03/11/2019,2643,HY-VEE WINE AND SPIRITS / WATERLOO,2126 KIMBALL AVE,WATERLOO,50701,,7,BLACK HAWK,1031100,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,12,60.12,9,2.37
INV-17946000017,03/06/2019,4275,FAREWAY STORES #980 / KNOXVILLE,1308 S LINCOLN ST,KNOXVILLE,50138,POINT (-93.109473 41.308103),63,MARION,1701100,TEMPORARY & SPECIALTY PACKAGES,370,PERNOD RICARD USA,100444,JAMESON W/2-50MLS,6,850,15.99,23.99,1,23.99,0.85,0.22
INV-17991000016,03/07/2019,5334,MILL ST LIQUOR,107 N MILL ST,LAKE MILLS,50450,POINT (-93.535032 43.419668),95,WINNEBAGO,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,3,70.17,2.25,0.59
INV-18252500013,03/20/2019,5319,WEST SIDE GROCERY,1802 W 7TH ST,DAVENPORT,52802,POINT (-90.60134 41.526774),82,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,4,48,1.5,0.39
INV-18113300112,03/13/2019,4129,CYCLONE LIQUORS,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85,STORY,1092100,IMPORTED DISTILLED SPIRITS SPECIALTY,305,MHW LTD,66827,ST. ELIZABETH ALLSPICE DRAM,12,750,16.17,24.26,2,48.52,1.5,0.39
INV-18380700006,03/27/2019,5665,NEW STAR / FORT DODGE,1923 5TH AVE S,FORT DODGE,50501,POINT (-94.170859 42.501169),94,WEBSTER,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10791,CROWN ROYAL VANILLA,12,750,15.59,23.39,2,46.78,1.5,0.39
INV-18356400058,03/26/2019,5427,BEECHER LIQUOR,1691 ASBURY RD,DUBUQUE,52001,POINT (-90.696886 42.500775000000004),31,DUBUQUE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,3,33.09,0.9,0.23
INV-18249900001,03/20/2019,5135,FAREWAY STORES #155 / HUXLEY,911 HWY 69,HUXLEY,50124,,85,STORY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10791,CROWN ROYAL VANILLA,12,750,15.59,23.39,12,280.68,9,2.37
INV-17893000050,03/04/2019,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,POLK,1062500,FLAVORED RUM,370,PERNOD RICARD USA,42717,MALIBU COCONUT RUM,12,1000,10.99,16.49,1,16.49,1,0.26
INV-18038700015,03/11/2019,5339,PRIME STAR,395 WESTERN AVENUE,MARENGO,52301,POINT (-92.074374 41.792953),48,IOWA,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,2,22.06,0.6,0.15
INV-18308900042,03/25/2019,5600,H & A MINI MART,145 UNIVERSITY AVE,DES MOINES,50314,POINT (-93.61947 41.600419),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10790,CROWN ROYAL VANILLA,24,375,8,12,2,24,0.75,0.19
INV-18248300030,03/20/2019,2500,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,,85,STORY,1011200,STRAIGHT BOURBON WHISKIES,259,HEAVEN HILL BRANDS,17916,ELIJAH CRAIG,12,750,14.97,22.46,12,269.52,9,2.37
INV-17896000107,03/04/2019,2613,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,2323 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.879662 41.261925),78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10846,CANADIAN CLUB SMALL BATCH CLASSIC,12,750,13.12,19.68,2,39.36,1.5,0.39
INV-19116500177,05/02/2019,4129,CYCLONE LIQUORS,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85,STORY,1032200,IMPORTED FLAVORED VODKA,115,CONSTELLATION BRANDS INC,36576,SVEDKA BLUE RASPBERRY,12,750,8.25,12.38,4,49.52,3,0.79
INV-18154100032,03/14/2019,5343,FROHLICH'S SUPER VALU,403 MAIN ST.,COON RAPIDS,50058,POINT (-94.676021 41.870861),14,CARROLL,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10627,CANADIAN CLUB WHISKY,12,1000,9.71,14.57,1,14.57,1,0.26
INV-18452500010,03/29/2019,5668,SUPER QUICK STOP / COUNCIL BLUFFS,2800 TWIN CITY DR STE 10,COUNCIL BLUFFS,51501,POINT (-95.889605 41.216413),78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10804,CROWN ROYAL REGAL APPLE,44,200,4.72,7.08,8,56.64,1.6,0.42
INV-18047900020,03/11/2019,4169,SUPER QUICK 2 / HUBBELL,1824 HUBBELL AVE,DES MOINES,50317,,77,POLK,1031200,AMERICAN FLAVORED VODKA,260,DIAGEO AMERICAS,77740,SMIRNOFF RASPBERRY,12,750,8.25,12.38,2,24.76,1.5,0.39
